ID,Response
51560,0
51561,0
51562,0
51563,0
51564,0
51565,0
51566,0
51567,0
51568,0
51569,0
51570,0
51571,1
51572,0
51573,1
51574,0
51575,1
51576,0
51577,1
51578,1
51579,0
51580,0
51581,1
51582,1
51583,0
51584,1
51585,0
51586,1
51587,1
51588,1
51589,0
51590,1
51591,1
51592,0
51593,0
51594,1
51595,0
51596,0
51597,0
51598,0
51599,0
51600,1
51601,1
51602,0
51603,0
51604,1
51605,0
51606,0
51607,1
51608,0
51609,0
51610,1
51611,0
51612,1
51613,0
51614,1
51615,0
51616,0
51617,1
51618,0
51619,0
51620,0
51621,1
51622,0
51623,0
51624,1
51625,1
51626,0
51627,0
51628,0
51629,0
51630,0
51631,0
51632,0
51633,1
51634,1
51635,0
51636,1
51637,1
51638,1
51639,1
51640,0
51641,0
51642,1
51643,0
51644,0
51645,0
51646,1
51647,0
51648,0
51649,1
51650,1
51651,0
51652,0
51653,1
51654,0
51655,0
51656,1
51657,0
51658,0
51659,0
51660,1
51661,0
51662,0
51663,0
51664,0
51665,0
51666,0
51667,0
51668,1
51669,0
51670,0
51671,0
51672,0
51673,1
51674,0
51675,1
51676,1
51677,0
51678,0
51679,0
51680,1
51681,0
51682,0
51683,0
51684,0
51685,0
51686,0
51687,0
51688,1
51689,1
51690,1
51691,1
51692,1
51693,0
51694,0
51695,1
51696,0
51697,0
51698,1
51699,0
51700,1
51701,1
51702,0
51703,1
51704,0
51705,0
51706,1
51707,0
51708,0
51709,0
51710,1
51711,0
51712,0
51713,0
51714,0
51715,0
51716,0
51717,0
51718,1
51719,0
51720,0
51721,0
51722,0
51723,0
51724,1
51725,0
51726,0
51727,1
51728,0
51729,1
51730,1
51731,0
51732,0
51733,0
51734,1
51735,0
51736,1
51737,0
51738,0
51739,1
51740,0
51741,0
51742,1
51743,1
51744,0
51745,0
51746,1
51747,0
51748,0
51749,1
51750,1
51751,0
51752,0
51753,0
51754,1
51755,0
51756,0
51757,0
51758,0
51759,1
51760,0
51761,1
51762,1
51763,0
51764,1
51765,0
51766,1
51767,0
51768,1
51769,0
51770,0
51771,0
51772,1
51773,0
51774,1
51775,0
51776,0
51777,0
51778,1
51779,1
51780,0
51781,0
51782,1
51783,1
51784,0
51785,0
51786,0
51787,0
51788,1
51789,1
51790,0
51791,0
51792,0
51793,1
51794,0
51795,0
51796,0
51797,0
51798,0
51799,0
51800,0
51801,1
51802,0
51803,1
51804,0
51805,1
51806,0
51807,0
51808,0
51809,1
51810,1
51811,1
51812,1
51813,0
51814,0
51815,1
51816,1
51817,0
51818,1
51819,1
51820,1
51821,1
51822,0
51823,1
51824,0
51825,0
51826,1
51827,1
51828,0
51829,1
51830,0
51831,1
51832,1
51833,0
51834,0
51835,0
51836,1
51837,0
51838,0
51839,0
51840,1
51841,1
51842,0
51843,1
51844,0
51845,0
51846,1
51847,0
51848,0
51849,1
51850,0
51851,1
51852,0
51853,0
51854,0
51855,0
51856,0
51857,1
51858,1
51859,1
51860,0
51861,1
51862,0
51863,0
51864,0
51865,0
51866,0
51867,0
51868,0
51869,1
51870,0
51871,0
51872,0
51873,1
51874,0
51875,0
51876,0
51877,0
51878,1
51879,1
51880,0
51881,0
51882,1
51883,0
51884,1
51885,0
51886,0
51887,0
51888,1
51889,0
51890,0
51891,1
51892,1
51893,0
51894,1
51895,0
51896,0
51897,0
51898,0
51899,0
51900,0
51901,1
51902,0
51903,1
51904,1
51905,1
51906,1
51907,0
51908,1
51909,0
51910,1
51911,1
51912,0
51913,0
51914,0
51915,1
51916,0
51917,0
51918,0
51919,0
51920,1
51921,1
51922,0
51923,0
51924,0
51925,0
51926,1
51927,0
51928,1
51929,0
51930,1
51931,1
51932,0
51933,1
51934,0
51935,0
51936,0
51937,0
51938,0
51939,1
51940,0
51941,0
51942,1
51943,0
51944,1
51945,1
51946,0
51947,1
51948,1
51949,1
51950,0
51951,1
51952,1
51953,0
51954,1
51955,0
51956,0
51957,1
51958,0
51959,0
51960,1
51961,1
51962,1
51963,0
51964,0
51965,1
51966,1
51967,1
51968,1
51969,1
51970,1
51971,0
51972,1
51973,0
51974,1
51975,0
51976,0
51977,0
51978,1
51979,1
51980,1
51981,1
51982,1
51983,0
51984,1
51985,1
51986,1
51987,0
51988,0
51989,0
51990,0
51991,0
51992,1
51993,0
51994,0
51995,0
51996,0
51997,1
51998,0
51999,1
52000,1
52001,0
52002,0
52003,0
52004,1
52005,1
52006,0
52007,0
52008,0
52009,1
52010,0
52011,1
52012,1
52013,0
52014,0
52015,1
52016,1
52017,0
52018,1
52019,1
52020,0
52021,1
52022,1
52023,0
52024,1
52025,0
52026,0
52027,1
52028,0
52029,1
52030,0
52031,0
52032,0
52033,0
52034,0
52035,0
52036,1
52037,1
52038,0
52039,1
52040,1
52041,0
52042,0
52043,0
52044,1
52045,1
52046,1
52047,1
52048,0
52049,0
52050,1
52051,1
52052,1
52053,0
52054,0
52055,1
52056,0
52057,1
52058,1
52059,0
52060,1
52061,0
52062,0
52063,0
52064,1
52065,0
52066,0
52067,0
52068,0
52069,1
52070,0
52071,0
52072,0
52073,0
52074,0
52075,1
52076,0
52077,0
52078,0
52079,0
52080,0
52081,0
52082,0
52083,1
52084,0
52085,0
52086,1
52087,0
52088,0
52089,1
52090,1
52091,0
52092,1
52093,0
52094,0
52095,0
52096,0
52097,0
52098,0
52099,0
52100,0
52101,1
52102,0
52103,0
52104,0
52105,1
52106,0
52107,1
52108,1
52109,0
52110,1
52111,0
52112,1
52113,1
52114,1
52115,1
52116,0
52117,0
52118,0
52119,0
52120,0
52121,0
52122,0
52123,0
52124,1
52125,0
52126,0
52127,0
52128,1
52129,0
52130,0
52131,0
52132,0
52133,1
52134,0
52135,0
52136,1
52137,1
52138,0
52139,1
52140,1
52141,1
52142,0
52143,0
52144,0
52145,1
52146,1
52147,0
52148,0
52149,1
52150,1
52151,1
52152,0
52153,1
52154,1
52155,0
52156,0
52157,0
52158,0
52159,0
52160,1
52161,1
52162,1
52163,0
52164,1
52165,1
52166,0
52167,0
52168,0
52169,0
52170,0
52171,1
52172,1
52173,0
52174,1
52175,1
52176,0
52177,1
52178,0
52179,1
52180,1
52181,0
52182,1
52183,1
52184,1
52185,0
52186,1
52187,0
52188,0
52189,1
52190,0
52191,1
52192,0
52193,0
52194,1
52195,0
52196,1
52197,0
52198,0
52199,0
52200,0
52201,0
52202,0
52203,0
52204,0
52205,1
52206,1
52207,0
52208,1
52209,1
52210,1
52211,0
52212,0
52213,1
52214,0
52215,0
52216,0
52217,0
52218,0
52219,0
52220,0
52221,1
52222,0
52223,0
52224,0
52225,0
52226,1
52227,0
52228,0
52229,1
52230,0
52231,0
52232,1
52233,1
52234,0
52235,0
52236,1
52237,1
52238,1
52239,0
52240,0
52241,0
52242,1
52243,1
52244,1
52245,0
52246,1
52247,1
52248,0
52249,0
52250,0
52251,0
52252,1
52253,0
52254,1
52255,0
52256,1
52257,0
52258,0
52259,0
52260,0
52261,0
52262,1
52263,0
52264,0
52265,1
52266,1
52267,0
52268,0
52269,0
52270,0
52271,0
52272,0
52273,0
52274,0
52275,1
52276,1
52277,0
52278,0
52279,0
52280,0
52281,0
52282,0
52283,1
52284,1
52285,1
52286,0
52287,0
52288,0
52289,0
52290,1
52291,0
52292,0
52293,1
52294,0
52295,0
52296,0
52297,0
52298,0
52299,0
52300,1
52301,1
52302,1
52303,0
52304,0
52305,0
52306,0
52307,0
52308,0
52309,1
52310,1
52311,0
52312,0
52313,0
52314,0
52315,0
52316,1
52317,0
52318,0
52319,0
52320,1
52321,1
52322,1
52323,0
52324,0
52325,1
52326,0
52327,0
52328,0
52329,0
52330,0
52331,0
52332,0
52333,0
52334,0
52335,0
52336,1
52337,0
52338,1
52339,0
52340,0
52341,0
52342,0
52343,0
52344,0
52345,1
52346,0
52347,0
52348,0
52349,0
52350,1
52351,0
52352,0
52353,0
52354,0
52355,1
52356,1
52357,1
52358,0
52359,1
52360,0
52361,1
52362,1
52363,0
52364,0
52365,1
52366,1
52367,0
52368,0
52369,0
52370,0
52371,0
52372,1
52373,0
52374,0
52375,0
52376,1
52377,1
52378,1
52379,0
52380,0
52381,1
52382,1
52383,0
52384,1
52385,0
52386,0
52387,0
52388,0
52389,0
52390,0
52391,0
52392,0
52393,1
52394,0
52395,0
52396,0
52397,1
52398,0
52399,1
52400,1
52401,0
52402,0
52403,0
52404,0
52405,0
52406,0
52407,1
52408,1
52409,0
52410,0
52411,0
52412,0
52413,0
52414,1
52415,0
52416,1
52417,1
52418,0
52419,1
52420,0
52421,1
52422,0
52423,0
52424,0
52425,1
52426,1
52427,0
52428,0
52429,0
52430,1
52431,0
52432,0
52433,0
52434,0
52435,0
52436,0
52437,1
52438,0
52439,0
52440,0
52441,0
52442,1
52443,0
52444,0
52445,1
52446,1
52447,0
52448,0
52449,0
52450,0
52451,0
52452,0
52453,0
52454,1
52455,1
52456,0
52457,0
52458,0
52459,0
52460,1
52461,1
52462,0
52463,0
52464,1
52465,0
52466,0
52467,0
52468,0
52469,1
52470,0
52471,0
52472,0
52473,0
52474,1
52475,1
52476,1
52477,0
52478,0
52479,0
52480,1
52481,0
52482,0
52483,0
52484,1
52485,0
52486,1
52487,0
52488,1
52489,0
52490,1
52491,1
52492,0
52493,1
52494,0
52495,1
52496,1
52497,1
52498,1
52499,0
52500,0
52501,0
52502,0
52503,1
52504,1
52505,0
52506,1
52507,0
52508,0
52509,1
52510,0
52511,0
52512,1
52513,0
52514,0
52515,0
52516,0
52517,0
52518,0
52519,0
52520,1
52521,0
52522,0
52523,1
52524,0
52525,0
52526,0
52527,0
52528,1
52529,0
52530,0
52531,0
52532,0
52533,1
52534,1
52535,0
52536,0
52537,0
52538,0
52539,0
52540,0
52541,1
52542,1
52543,1
52544,0
52545,1
52546,0
52547,1
52548,1
52549,0
52550,1
52551,0
52552,0
52553,0
52554,0
52555,1
52556,0
52557,0
52558,0
52559,1
52560,1
52561,0
52562,0
52563,1
52564,1
52565,0
52566,0
52567,0
52568,0
52569,0
52570,1
52571,0
52572,0
52573,0
52574,0
52575,0
52576,1
52577,1
52578,0
52579,0
52580,0
52581,0
52582,0
52583,0
52584,0
52585,0
52586,1
52587,0
52588,0
52589,0
52590,0
52591,0
52592,0
52593,1
52594,1
52595,0
52596,0
52597,0
52598,1
52599,0
52600,1
52601,0
52602,0
52603,0
52604,0
52605,0
52606,1
52607,0
52608,0
52609,0
52610,0
52611,1
52612,0
52613,0
52614,1
52615,1
52616,1
52617,0
52618,0
52619,0
52620,1
52621,0
52622,0
52623,1
52624,1
52625,0
52626,0
52627,0
52628,1
52629,0
52630,1
52631,1
52632,1
52633,1
52634,1
52635,1
52636,0
52637,0
52638,0
52639,0
52640,1
52641,0
52642,0
52643,1
52644,0
52645,0
52646,0
52647,0
52648,0
52649,0
52650,0
52651,1
52652,0
52653,0
52654,0
52655,0
52656,1
52657,0
52658,1
52659,0
52660,0
52661,0
52662,0
52663,0
52664,1
52665,0
52666,1
52667,0
52668,1
52669,0
52670,1
52671,1
52672,1
52673,0
52674,1
52675,0
52676,1
52677,0
52678,0
52679,1
52680,0
52681,1
52682,0
52683,1
52684,0
52685,0
52686,1
52687,1
52688,0
52689,0
52690,0
52691,0
52692,0
52693,1
52694,0
52695,1
52696,0
52697,0
52698,0
52699,1
52700,0
52701,0
52702,1
52703,0
52704,0
52705,1
52706,1
52707,1
52708,0
52709,0
52710,1
52711,0
52712,1
52713,1
52714,0
52715,1
52716,0
52717,1
52718,1
52719,0
52720,0
52721,1
52722,0
52723,0
52724,0
52725,0
52726,0
52727,0
52728,0
52729,1
52730,0
52731,1
52732,0
52733,0
52734,1
52735,1
52736,0
52737,1
52738,0
52739,0
52740,0
52741,0
52742,1
52743,0
52744,1
52745,1
52746,0
52747,0
52748,0
52749,0
52750,0
52751,1
52752,1
52753,1
52754,1
52755,0
52756,1
52757,0
52758,0
52759,1
52760,0
52761,1
52762,0
52763,0
52764,0
52765,0
52766,0
52767,1
52768,0
52769,1
52770,0
52771,0
52772,0
52773,1
52774,1
52775,1
52776,0
52777,0
52778,0
52779,0
52780,0
52781,1
52782,0
52783,0
52784,1
52785,1
52786,1
52787,0
52788,1
52789,1
52790,1
52791,1
52792,0
52793,0
52794,0
52795,0
52796,0
52797,1
52798,1
52799,0
52800,0
52801,1
52802,0
52803,1
52804,0
52805,0
52806,0
52807,1
52808,0
52809,1
52810,0
52811,1
52812,1
52813,1
52814,0
52815,1
52816,0
52817,1
52818,0
52819,0
52820,0
52821,0
52822,0
52823,1
52824,0
52825,1
52826,1
52827,0
52828,0
52829,0
52830,1
52831,1
52832,0
52833,0
52834,0
52835,1
52836,0
52837,0
52838,0
52839,0
52840,0
52841,0
52842,0
52843,1
52844,0
52845,0
52846,0
52847,0
52848,0
52849,1
52850,0
52851,0
52852,0
52853,1
52854,1
52855,0
52856,0
52857,0
52858,0
52859,1
52860,1
52861,1
52862,0
52863,0
52864,1
52865,0
52866,0
52867,0
52868,0
52869,0
52870,0
52871,0
52872,0
52873,0
52874,0
52875,0
52876,1
52877,1
52878,0
52879,0
52880,0
52881,1
52882,1
52883,1
52884,0
52885,1
52886,1
52887,0
52888,0
52889,1
52890,0
52891,0
52892,0
52893,1
52894,0
52895,0
52896,1
52897,1
52898,0
52899,0
52900,0
52901,0
52902,0
52903,0
52904,0
52905,1
52906,0
52907,0
52908,0
52909,1
52910,1
52911,0
52912,0
52913,0
52914,0
52915,1
52916,0
52917,1
52918,1
52919,0
52920,1
52921,1
52922,0
52923,1
52924,0
52925,0
52926,1
52927,1
52928,0
52929,1
52930,0
52931,0
52932,0
52933,1
52934,0
52935,0
52936,0
52937,1
52938,0
52939,0
52940,0
52941,1
52942,1
52943,0
52944,1
52945,1
52946,0
52947,1
52948,0
52949,1
52950,0
52951,0
52952,0
52953,0
52954,1
52955,0
52956,0
52957,0
52958,0
52959,0
52960,1
52961,0
52962,1
52963,1
52964,0
52965,0
52966,0
52967,0
52968,0
52969,0
52970,1
52971,1
52972,0
52973,1
52974,1
52975,0
52976,1
52977,1
52978,0
52979,0
52980,0
52981,0
52982,0
52983,0
52984,0
52985,1
52986,0
52987,1
52988,1
52989,0
52990,1
52991,0
52992,0
52993,0
52994,1
52995,1
52996,0
52997,1
52998,0
52999,0
53000,1
53001,0
53002,1
53003,0
53004,1
53005,0
53006,0
53007,1
53008,0
53009,0
53010,0
53011,0
53012,0
53013,1
53014,0
53015,1
53016,1
53017,1
53018,0
53019,0
53020,1
53021,1
53022,0
53023,1
53024,0
53025,0
53026,1
53027,0
53028,1
53029,1
53030,0
53031,1
53032,0
53033,0
53034,0
53035,0
53036,1
53037,1
53038,0
53039,1
53040,1
53041,1
53042,1
53043,1
53044,0
53045,0
53046,0
53047,1
53048,0
53049,1
53050,1
53051,0
53052,0
53053,1
53054,0
53055,1
53056,0
53057,0
53058,0
53059,0
53060,1
53061,0
53062,0
53063,1
53064,0
53065,0
53066,1
53067,0
53068,1
53069,1
53070,1
53071,0
53072,1
53073,0
53074,0
53075,0
53076,0
53077,0
53078,0
53079,1
53080,1
53081,1
53082,0
53083,0
53084,1
53085,0
53086,1
53087,0
53088,0
53089,0
53090,1
53091,0
53092,0
53093,0
53094,1
53095,0
53096,1
53097,1
53098,0
53099,0
53100,1
53101,0
53102,1
53103,1
53104,0
53105,0
53106,0
53107,0
53108,0
53109,0
53110,0
53111,0
53112,1
53113,1
53114,0
53115,1
53116,0
53117,0
53118,0
53119,1
53120,1
53121,0
53122,1
53123,0
53124,0
53125,0
53126,1
53127,1
53128,0
53129,1
53130,1
53131,0
53132,1
53133,0
53134,0
53135,0
53136,0
53137,0
53138,1
53139,1
53140,1
53141,0
53142,0
53143,0
53144,0
53145,1
53146,0
53147,0
53148,1
53149,0
53150,1
53151,0
53152,0
53153,1
53154,0
53155,0
53156,1
53157,0
53158,0
53159,0
53160,0
53161,1
53162,0
53163,0
53164,1
53165,1
53166,1
53167,0
53168,0
53169,0
53170,0
53171,0
53172,0
53173,1
53174,0
53175,1
53176,1
53177,0
53178,0
53179,1
53180,1
53181,1
53182,0
53183,1
53184,0
53185,1
53186,0
53187,0
53188,1
53189,1
53190,1
53191,1
53192,0
53193,1
53194,0
53195,0
53196,1
53197,0
53198,0
53199,1
53200,1
53201,1
53202,0
53203,0
53204,0
53205,0
53206,1
53207,0
53208,1
53209,0
53210,0
53211,1
53212,0
53213,0
53214,1
53215,0
53216,0
53217,0
53218,0
53219,0
53220,0
53221,1
53222,1
53223,0
53224,0
53225,0
53226,0
53227,1
53228,0
53229,0
53230,0
53231,0
53232,0
53233,0
53234,0
53235,0
53236,0
53237,1
53238,0
53239,0
53240,0
53241,0
53242,1
53243,0
53244,0
53245,0
53246,0
53247,0
53248,1
53249,0
53250,0
53251,1
53252,1
53253,0
53254,1
53255,1
53256,0
53257,1
53258,1
53259,0
53260,0
53261,0
53262,0
53263,1
53264,1
53265,1
53266,0
53267,0
53268,0
53269,0
53270,1
53271,1
53272,1
53273,0
53274,0
53275,1
53276,1
53277,1
53278,0
53279,1
53280,0
53281,0
53282,1
53283,0
53284,1
53285,0
53286,0
53287,1
53288,0
53289,1
53290,1
53291,0
53292,0
53293,1
53294,0
53295,0
53296,0
53297,1
53298,1
53299,0
53300,0
53301,1
53302,1
53303,0
53304,1
53305,0
53306,0
53307,1
53308,1
53309,0
53310,0
53311,0
53312,1
53313,1
53314,0
53315,0
53316,1
53317,0
53318,0
53319,0
53320,0
53321,0
53322,1
53323,0
53324,0
53325,1
53326,0
53327,0
53328,0
53329,0
53330,0
53331,0
53332,1
53333,0
53334,0
53335,0
53336,0
53337,1
53338,0
53339,0
53340,0
53341,0
53342,0
53343,0
53344,0
53345,0
53346,0
53347,0
53348,0
53349,1
53350,0
53351,0
53352,0
53353,1
53354,0
53355,1
53356,0
53357,0
53358,1
53359,1
53360,1
53361,0
53362,0
53363,1
53364,0
53365,0
53366,0
53367,0
53368,1
53369,0
53370,0
53371,1
53372,0
53373,0
53374,1
53375,0
53376,1
53377,1
53378,1
53379,0
53380,1
53381,1
53382,0
53383,1
53384,1
53385,1
53386,1
53387,0
53388,0
53389,1
53390,0
53391,1
53392,0
53393,0
53394,1
53395,0
53396,0
53397,1
53398,0
53399,1
53400,0
53401,0
53402,0
53403,0
53404,0
53405,0
53406,0
53407,0
53408,0
53409,1
53410,0
53411,1
53412,0
53413,1
53414,0
53415,0
53416,0
53417,0
53418,1
53419,0
53420,0
53421,1
53422,1
53423,0
53424,0
53425,0
53426,1
53427,0
53428,0
53429,0
53430,0
53431,0
53432,0
53433,0
53434,0
53435,0
53436,1
53437,0
53438,0
53439,0
53440,0
53441,1
53442,1
53443,1
53444,0
53445,0
53446,0
53447,0
53448,1
53449,0
53450,1
53451,1
53452,0
53453,0
53454,0
53455,1
53456,0
53457,1
53458,0
53459,1
53460,0
53461,0
53462,0
53463,0
53464,1
53465,1
53466,0
53467,0
53468,1
53469,1
53470,0
53471,0
53472,0
53473,1
53474,1
53475,0
53476,0
53477,0
53478,0
53479,1
53480,1
53481,1
53482,1
53483,1
53484,0
53485,1
53486,1
53487,0
53488,1
53489,0
53490,0
53491,1
53492,1
53493,0
53494,0
53495,0
53496,0
53497,1
53498,0
53499,0
53500,0
53501,0
53502,1
53503,1
53504,0
53505,1
53506,0
53507,1
53508,0
53509,1
53510,1
53511,1
53512,0
53513,0
53514,0
53515,0
53516,0
53517,0
53518,1
53519,1
53520,1
53521,1
53522,1
53523,1
53524,0
53525,0
53526,0
53527,0
53528,0
53529,1
53530,1
53531,0
53532,1
53533,0
53534,0
53535,1
53536,0
53537,1
53538,0
53539,1
53540,0
53541,0
53542,0
53543,0
53544,0
53545,0
53546,1
53547,0
53548,1
53549,1
53550,1
53551,0
53552,1
53553,1
53554,1
53555,0
53556,1
53557,1
53558,0
53559,0
53560,1
53561,0
53562,0
53563,0
53564,0
53565,1
53566,0
53567,0
53568,0
53569,0
53570,0
53571,1
53572,0
53573,1
53574,0
53575,1
53576,1
53577,0
53578,1
53579,0
53580,0
53581,0
53582,1
53583,1
53584,0
53585,0
53586,0
53587,1
53588,1
53589,1
53590,0
53591,0
53592,1
53593,1
53594,0
53595,1
53596,0
53597,0
53598,1
53599,0
53600,0
53601,0
53602,0
53603,0
53604,1
53605,1
53606,1
53607,1
53608,0
53609,0
53610,1
53611,0
53612,1
53613,1
53614,1
53615,0
53616,0
53617,1
53618,0
53619,0
53620,0
53621,1
53622,0
53623,0
53624,0
53625,0
53626,0
53627,1
53628,0
53629,1
53630,1
53631,1
53632,1
53633,1
53634,1
53635,0
53636,1
53637,1
53638,0
53639,0
53640,0
53641,1
53642,1
53643,0
53644,1
53645,0
53646,1
53647,1
53648,1
53649,1
53650,1
53651,1
53652,1
53653,0
53654,0
53655,0
53656,1
53657,0
53658,0
53659,1
53660,1
53661,0
53662,1
53663,0
53664,0
53665,0
53666,1
53667,0
53668,1
53669,0
53670,0
53671,1
53672,0
53673,0
53674,0
53675,1
53676,1
53677,0
53678,1
53679,0
